Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,BX80677I57600T,Intel,Core i5-7600T,342,75.1,477,https://cpu.userbenchmark.com/SpeedTest/246226/IntelR-CoreTM-i5-7600T-CPU---280GHz
CPU,,AMD,Ryzen 7 5800H,343,75,19785,https://cpu.userbenchmark.com/SpeedTest/1442974/AMD-Ryzen-7-5800H-with-Radeon-Graphics
CPU,BX80701G6600,Intel,Pentium Gold G6600,344,75,44,https://cpu.userbenchmark.com/SpeedTest/1454523/IntelR-PentiumR-Gold-G6600-CPU---420GHz
CPU,,Intel,Xeon X5690,345,74.7,4873,https://cpu.userbenchmark.com/SpeedTest/16752/IntelR-XeonR-CPU-----------X5690----347GHz
CPU,100-000000105,AMD,Ryzen 5 4600U,346,74.7,554,https://cpu.userbenchmark.com/SpeedTest/1152158/AMD-Ryzen-5-4600U-with-Radeon-Graphics
CPU,CM8068403358913,Intel,Core i5-8400T,347,74.7,4624,https://cpu.userbenchmark.com/SpeedTest/475176/IntelR-CoreTM-i5-8400T-CPU---170GHz
CPU,100-100000284BOX,AMD,Ryzen 3 3100,348,74.6,50446,https://cpu.userbenchmark.com/SpeedTest/1148404/AMD-Ryzen-3-3100-4-Core-Processor
CPU,BX80646E31241V3,Intel,Xeon E3-1241 v3,349,74.5,3580,https://cpu.userbenchmark.com/SpeedTest/15164/IntelR-XeonR-CPU-E3-1241-v3---350GHz
CPU,CL8068403805708,Intel,Core i9-8950HK,350,74.5,14729,https://cpu.userbenchmark.com/SpeedTest/486215/IntelR-CoreTM-i9-8950HK-CPU---290GHz
CPU,BX80619I73930K,Intel,Core i7-3930K,351,74.4,33172,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487
CPU,,Intel,Core i5-10300H,352,74.3,82821,https://cpu.userbenchmark.com/SpeedTest/1027882/IntelR-CoreTM-i5-10300H-CPU---250GHz
CPU,,AMD,Ryzen 9 4900H,353,74.3,1531,https://cpu.userbenchmark.com/SpeedTest/1185620/AMD-Ryzen-9-4900H-with-Radeon-Graphics
CPU,,Intel,Core i5-8279U,354,74.2,740,https://cpu.userbenchmark.com/SpeedTest/807756/IntelR-CoreTM-i5-8279U-CPU---240GHz
CPU,,Intel,Xeon E3-1275 V2,355,74.2,461,https://cpu.userbenchmark.com/SpeedTest/4507/IntelR-XeonR-CPU-E3-1275-V2---350GHz
CPU,,Intel,Xeon E5-2687W 0,356,74.2,868,https://cpu.userbenchmark.com/SpeedTest/8860/IntelR-XeonR-CPU-E5-2687W-0---310GHz
CPU,100-000000098,AMD,Ryzen 7 4800H,357,74.1,26507,https://cpu.userbenchmark.com/SpeedTest/1032976/AMD-Ryzen-7-4800H-with-Radeon-Graphics
CPU,YD260XBCAFBOX,AMD,Ryzen 5 2600X,358,74,142983,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600X/Rating/3956
CPU,,Intel,Core i7-11370H,359,74,12227,https://cpu.userbenchmark.com/SpeedTest/1444990/11th-Gen-IntelR-CoreTM-i7-11370H---330GHz
CPU,,Intel,Core i5-2550K,360,73.9,2925,https://cpu.userbenchmark.com/SpeedTest/5474/IntelR-CoreTM-i5-2550K-CPU---340GHz
CPU,YD2700BBAFBOX,AMD,Ryzen 7 2700,361,73.8,123820,https://cpu.userbenchmark.com/AMD-Ryzen-7-2700/Rating/3957
CPU,YD160XBCAEWOF,AMD,Ryzen 5 1600X,362,73.7,140440,https://cpu.userbenchmark.com/AMD-Ryzen-5-1600X/Rating/3920
CPU,BX80646I74770K,Intel,Core i7-4770K,363,73.6,172887,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537
CPU,BX80646I74771,Intel,Core i7-4771,364,73.5,11180,https://cpu.userbenchmark.com/Intel-Core-i7-4771/Rating/2008
CPU,,Intel,Xeon E3-1220 v5,365,73.4,1202,https://cpu.userbenchmark.com/SpeedTest/139116/IntelR-XeonR-CPU-E3-1220-v5---300GHz
CPU,,Intel,Core i7 970,366,73.4,4313,https://cpu.userbenchmark.com/SpeedTest/8374/IntelR-CoreTM-i7-CPU---------970----320GHz
CPU,YD2600BBAFBOX,AMD,Ryzen 5 2600,367,73.3,179588,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600/Rating/3955
CPU,BX80646E31231V3,Intel,Xeon E3-1231 v3,368,73.3,19313,https://cpu.userbenchmark.com/SpeedTest/11040/IntelR-XeonR-CPU-E3-1231-v3---340GHz
CPU,CL8068404121817,Intel,Core i7-9750H,369,73.3,328182,https://cpu.userbenchmark.com/SpeedTest/766364/IntelR-CoreTM-i7-9750H-CPU---260GHz
CPU,BX80677I37320,Intel,Core i3-7320,370,73.2,423,https://cpu.userbenchmark.com/Intel-Core-i3-7320/Rating/3888
CPU,FH8068403419522,Intel,Core i5-8259U,371,73.1,4608,https://cpu.userbenchmark.com/SpeedTest/543736/IntelR-CoreTM-i5-8259U-CPU---230GHz
CPU,,Intel,Core i5-10200H,372,73.1,5051,https://cpu.userbenchmark.com/SpeedTest/1303113/IntelR-CoreTM-i5-10200H-CPU---240GHz
CPU,,Intel,Core i5-1335U,373,73,2287,https://cpu.userbenchmark.com/SpeedTest/2065642/13th-Gen-IntelR-CoreTM-i5-1335U
CPU,BX80646E31246V3,Intel,Xeon E3-1246 v3,374,73,2511,https://cpu.userbenchmark.com/SpeedTest/11023/IntelR-XeonR-CPU-E3-1246-v3---350GHz
CPU,,AMD,Ryzen 9 4900HS,375,73,1924,https://cpu.userbenchmark.com/SpeedTest/1084184/AMD-Ryzen-9-4900HS-with-Radeon-Graphics
CPU,BX80623I72700K,Intel,Core i7-2700K,376,73,20692,https://cpu.userbenchmark.com/Intel-Core-i7-2700K/Rating/1985
CPU,,AMD,Ryzen 5 5600H,377,73,23730,https://cpu.userbenchmark.com/SpeedTest/1522632/AMD-Ryzen-5-5600H-with-Radeon-Graphics
CPU,,AMD,Ryzen 3 4100,378,73,1022,https://cpu.userbenchmark.com/SpeedTest/1830279/AMD-Ryzen-3-4100-4-Core-Processor
CPU,CM8068403362509,Intel,Core i5-8500T,379,73,5135,https://cpu.userbenchmark.com/SpeedTest/532888/IntelR-CoreTM-i5-8500T-CPU---210GHz
CPU,,Intel,Core i5-8305G,380,72.9,386,https://cpu.userbenchmark.com/SpeedTest/483074/IntelR-CoreTM-i5-8305G-CPU---280GHz
CPU,,AMD,Ryzen 7 5800HS,381,72.9,2861,https://cpu.userbenchmark.com/SpeedTest/1463823/AMD-Ryzen-7-5800HS-with-Radeon-Graphics
CPU,,Intel,Core i5-6600T,382,72.9,1363,https://cpu.userbenchmark.com/SpeedTest/37851/IntelR-CoreTM-i5-6600T-CPU---270GHz
CPU,BX80646E31230V3,Intel,Xeon E3-1230 v3,383,72.8,8137,https://cpu.userbenchmark.com/SpeedTest/2171/IntelR-XeonR-CPU-E3-1230-v3---330GHz
CPU,,Intel,Xeon E3-1270 V2,384,72.7,3610,https://cpu.userbenchmark.com/SpeedTest/11264/IntelR-XeonR-CPU-E3-1270-V2---350GHz
CPU,,Intel,Xeon W3570,385,72.7,423,https://cpu.userbenchmark.com/SpeedTest/12630/IntelR-XeonR-CPU-----------W3570----320GHz
CPU,,Intel,Xeon E5-1650 0,386,72.7,10189,https://cpu.userbenchmark.com/SpeedTest/7093/IntelR-XeonR-CPU-E5-1650-0---320GHz
CPU,,Intel,Xeon E3-1245 V2,387,72.6,2442,https://cpu.userbenchmark.com/SpeedTest/5622/IntelR-XeonR-CPU-E3-1245-V2---340GHz
CPU,YD250XBBM4KAF,AMD,Ryzen 5 2500X,388,72.6,2214,https://cpu.userbenchmark.com/SpeedTest/567224/AMD-Ryzen-5-2500X-Quad-Core-Processor
CPU,,Intel,Core i7-8705G,389,72.5,5922,https://cpu.userbenchmark.com/SpeedTest/453718/IntelR-CoreTM-i7-8705G-CPU---310GHz
CPU,,Intel,Core i5-4670S,390,72.4,1661,https://cpu.userbenchmark.com/SpeedTest/5523/IntelR-CoreTM-i5-4670S-CPU---310GHz
CPU,BX80637I73770K,Intel,Core i7-3770K,391,72.4,165979,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317
CPU,,Intel,Core i7 975,392,72.4,3143,https://cpu.userbenchmark.com/SpeedTest/941/IntelR-CoreTM-i7-CPU---------975----333GHz
CPU,BX80662I56600K,Intel,Core i5-6600K,393,72.4,342244,https://cpu.userbenchmark.com/Intel-Core-i5-6600K/Rating/3503
CPU,BX80662I76700,Intel,Core i7-6700,394,72.3,282363,https://cpu.userbenchmark.com/Intel-Core-i7-6700/Rating/3515
CPU,,Intel,Xeon E3-1240 v3,395,72.2,3014,https://cpu.userbenchmark.com/SpeedTest/4602/IntelR-XeonR-CPU-E3-1240-v3---340GHz
CPU,BX80677I57600,Intel,Core i5-7600,396,72,39689,https://cpu.userbenchmark.com/Intel-Core-i5-7600/Rating/3890
CPU,,AMD,Ryzen 7 4800HS,397,72,2569,https://cpu.userbenchmark.com/SpeedTest/1064059/AMD-Ryzen-7-4800HS-with-Radeon-Graphics
CPU,YD1600BBAFBOX,AMD,Ryzen 5 1600AF,398,72,52721,https://cpu.userbenchmark.com/SpeedTest/563877/AMD-Ryzen-5-1600-Six-Core-Processor
CPU,BX80633I74820K,Intel,Core i7-4820K,399,71.8,23169,https://cpu.userbenchmark.com/Intel-Core-i7-4820K/Rating/1675
CPU,YD180XBCAEWOF,AMD,Ryzen 7 1800X,400,71.8,30050,https://cpu.userbenchmark.com/AMD-Ryzen-7-1800X/Rating/3916
CPU,,Intel,Core i7-4790S,401,71.8,13224,https://cpu.userbenchmark.com/SpeedTest/13424/IntelR-CoreTM-i7-4790S-CPU---320GHz
CPU,,Intel,Core i7-7820HK,402,71.7,18903,https://cpu.userbenchmark.com/SpeedTest/224965/IntelR-CoreTM-i7-7820HK-CPU---290GHz
CPU,BX80677I77700T,Intel,Core i7-7700T,403,71.7,7380,https://cpu.userbenchmark.com/SpeedTest/232624/IntelR-CoreTM-i7-7700T-CPU---290GHz
CPU,BX80677I37350K,Intel,Core i3-7350K,404,71.5,4002,https://cpu.userbenchmark.com/Intel-Core-i3-7350K/Rating/3889
CPU,,Intel,Xeon E3-1245 v3,405,71.5,2834,https://cpu.userbenchmark.com/SpeedTest/4697/IntelR-XeonR-CPU-E3-1245-v3---340GHz
CPU,,Intel,Xeon E5-2690 v2,406,71.4,1083,https://cpu.userbenchmark.com/SpeedTest/13436/IntelR-XeonR-CPU-E5-2690-v2---300GHz
CPU,100-000000084,AMD,Ryzen 5 4500U,407,71.4,28533,https://cpu.userbenchmark.com/SpeedTest/1052299/AMD-Ryzen-5-4500U-with-Radeon-Graphics
CPU,BX80646I74790,Intel,Core i7-4790,408,71.4,255027,https://cpu.userbenchmark.com/Intel-Core-i7-4790/Rating/2293
CPU,,Intel,Xeon E3-1240 V2,409,71.4,4997,https://cpu.userbenchmark.com/SpeedTest/5484/IntelR-XeonR-CPU-E3-1240-V2---340GHz
CPU,,Intel,Core i7-7920HQ,410,71.4,1337,https://cpu.userbenchmark.com/SpeedTest/243546/IntelR-CoreTM-i7-7920HQ-CPU---310GHz
CPU,,Intel,Xeon E3-1226 v3,411,71.3,2019,https://cpu.userbenchmark.com/SpeedTest/18482/IntelR-XeonR-CPU-E3-1226-v3---330GHz
CPU,,Intel,Xeon X5660,412,71.3,6950,https://cpu.userbenchmark.com/SpeedTest/17750/IntelR-XeonR-CPU-----------X5660----280GHz
CPU,,Intel,Xeon E3-1265L v3,413,71.3,187,https://cpu.userbenchmark.com/SpeedTest/20266/IntelR-XeonR-CPU-E3-1265L-v3---250GHz
CPU,,Intel,Core i7-4770S,414,71.2,13157,https://cpu.userbenchmark.com/SpeedTest/2123/IntelR-CoreTM-i7-4770S-CPU---310GHz
CPU,BX80701G6500,Intel,Pentium Gold G6500,415,71.2,137,https://cpu.userbenchmark.com/SpeedTest/1323006/IntelR-PentiumR-Gold-G6500-CPU---410GHz
CPU,,Intel,Core i5-11300H,416,71.1,21459,https://cpu.userbenchmark.com/SpeedTest/1504890/11th-Gen-IntelR-CoreTM-i5-11300H---310GHz
CPU,CM8068403377415,Intel,Core i3-8100T,417,71.1,2145,https://cpu.userbenchmark.com/SpeedTest/509371/IntelR-CoreTM-i3-8100T-CPU---310GHz
CPU,YD170XBCAEWOF,AMD,Ryzen 7 1700X,418,71,66470,https://cpu.userbenchmark.com/AMD-Ryzen-7-1700X/Rating/3915
CPU,,Intel,Xeon E5-1620 v2,419,71,10301,https://cpu.userbenchmark.com/SpeedTest/8354/IntelR-XeonR-CPU-E5-1620-v2---370GHz
CPU,,Intel,Core i7-4790T,420,70.9,1099,https://cpu.userbenchmark.com/SpeedTest/13586/IntelR-CoreTM-i7-4790T-CPU---270GHz
CPU,,Intel,Core i5-2450P,421,70.9,222,https://cpu.userbenchmark.com/SpeedTest/2795/IntelR-CoreTM-i5-2450P-CPU---320GHz
CPU,,Intel,Xeon X5667,422,70.8,365,https://cpu.userbenchmark.com/SpeedTest/21709/IntelR-XeonR-CPU-----------X5667----307GHz
CPU,,Intel,Xeon E31270,423,70.7,3539,https://cpu.userbenchmark.com/SpeedTest/5604/IntelR-XeonR-CPU-E31270---340GHz
CPU,CL8068403359725,Intel,Core i7-8850H,424,70.7,20669,https://cpu.userbenchmark.com/SpeedTest/485626/IntelR-CoreTM-i7-8850H-CPU---260GHz
CPU,BX80684I38100,Intel,Core i3-8100,425,70.6,81392,https://cpu.userbenchmark.com/Intel-Core-i3-8100/Rating/3942
CPU,,Intel,Core i7 880,426,70.6,808,https://cpu.userbenchmark.com/SpeedTest/15321/IntelR-CoreTM-i7-CPU---------880----307GHz
CPU,BX80623I72600K,Intel,Core i7-2600K,427,70.6,147533,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621
CPU,BX80646I74770,Intel,Core i7-4770,428,70.5,176321,https://cpu.userbenchmark.com/Intel-Core-i7-4770/Rating/1978
CPU,,Intel,Xeon E3-1230 V2,429,70.5,8235,https://cpu.userbenchmark.com/SpeedTest/652/IntelR-XeonR-CPU-E3-1230-V2---330GHz
CPU,,Intel,Core i7 K 875,430,70.4,2354,https://cpu.userbenchmark.com/SpeedTest/476/IntelR-CoreTM-i7-CPU-------K-875----293GHz
CPU,,Intel,Xeon E3-1240,431,70.3,2292,https://cpu.userbenchmark.com/SpeedTest/5243/IntelR-XeonR-CPU-E31240---330GHz
CPU,,Intel,Core i7-4770T,432,70.3,629,https://cpu.userbenchmark.com/SpeedTest/4415/IntelR-CoreTM-i7-4770T-CPU---250GHz
CPU,YD1600BBAEBOX,AMD,Ryzen 5 1600,433,70.2,392253,https://cpu.userbenchmark.com/AMD-Ryzen-5-1600/Rating/3919
CPU,CL8068403359524,Intel,Core i7-8750H,434,70.1,442631,https://cpu.userbenchmark.com/SpeedTest/470418/IntelR-CoreTM-i7-8750H-CPU---220GHz
CPU,100-000000100,AMD,Ryzen 5 4600H,435,70.1,27218,https://cpu.userbenchmark.com/SpeedTest/1110331/AMD-Ryzen-5-4600H-with-Radeon-Graphics
CPU,,Intel,Xeon X5650,436,70.1,13757,https://cpu.userbenchmark.com/SpeedTest/355/IntelR-XeonR-CPU-----------X5650----267GHz
CPU,,Intel,Xeon E3-1505M v6,437,70.1,4124,https://cpu.userbenchmark.com/SpeedTest/233404/IntelR-XeonR-CPU-E3-1505M-v6---300GHz
CPU,BX80677I37300,Intel,Core i3-7300,438,70,1568,https://cpu.userbenchmark.com/Intel-Core-i3-7300/Rating/3893
CPU,CM8066201920202,Intel,Core i7-6700T,439,69.9,9225,https://cpu.userbenchmark.com/SpeedTest/36439/IntelR-CoreTM-i7-6700T-CPU---280GHz
CPU,,Intel,Xeon E3-1225 V2,440,69.8,2869,https://cpu.userbenchmark.com/SpeedTest/5015/IntelR-XeonR-CPU-E3-1225-V2---320GHz
CPU,,Intel,Xeon E5-1620 0,441,69.7,17464,https://cpu.userbenchmark.com/SpeedTest/2930/IntelR-XeonR-CPU-E5-1620-0---360GHz
CPU,,Intel,Core i7-3940XM,442,69.6,2187,https://cpu.userbenchmark.com/SpeedTest/7092/IntelR-CoreTM-i7-3940XM-CPU---300GHz
CPU,BX80684G5600,Intel,Pentium Gold G5600,443,69.6,766,https://cpu.userbenchmark.com/SpeedTest/469126/IntelR-PentiumR-Gold-G5600-CPU---390GHz
CPU,X1E84100,Snapdragon,X Elite 84100,444,69.6,10,https://cpu.userbenchmark.com/SpeedTest/2322028/SnapdragonR-X-Elite---X1E84100---QualcommR-OryonTM-CPU
CPU,,AMD,Ryzen 5 4600HS,445,69.6,337,https://cpu.userbenchmark.com/SpeedTest/1134526/AMD-Ryzen-5-4600HS-with-Radeon-Graphics
CPU,BX80646I54690K,Intel,Core i5-4690K,446,69.6,229359,https://cpu.userbenchmark.com/Intel-Core-i5-4690K/Rating/2432
CPU,,Intel,Core i7-3820,447,69.5,38674,https://cpu.userbenchmark.com/SpeedTest/739/IntelR-CoreTM-i7-3820-CPU---360GHz
CPU,,Intel,Core i7-6920HQ,448,69.5,3282,https://cpu.userbenchmark.com/SpeedTest/56225/IntelR-CoreTM-i7-6920HQ-CPU---290GHz
CPU,,Intel,Xeon E3-1220 V2,449,69.5,3748,https://cpu.userbenchmark.com/SpeedTest/3482/IntelR-XeonR-CPU-E3-1220-V2---310GHz
CPU,BX80662I36320,Intel,Core i3-6320,450,69.4,1734,https://cpu.userbenchmark.com/Intel-Core-i3-6320/Rating/3535
CPU,,Intel,Core i7-1195G7,451,69.4,3862,https://cpu.userbenchmark.com/SpeedTest/1654461/11th-Gen-IntelR-CoreTM-i7-1195G7---290GHz
CPU,,Intel,Xeon E31230,452,69.4,2472,https://cpu.userbenchmark.com/SpeedTest/6750/IntelR-XeonR-CPU-E31230---320GHz
CPU,,Intel,Xeon E3-1220 v3,453,69.4,5273,https://cpu.userbenchmark.com/SpeedTest/5983/IntelR-XeonR-CPU-E3-1220-v3---310GHz
CPU,,Intel,Core i7-4940MX,454,69.3,2383,https://cpu.userbenchmark.com/SpeedTest/9756/IntelR-CoreTM-i7-4940MX-CPU---310GHz
CPU,,Intel,Core i7-3770S,455,69.3,10699,https://cpu.userbenchmark.com/SpeedTest/2218/IntelR-CoreTM-i7-3770S-CPU---310GHz
CPU,,Intel,Xeon X5570,456,69.2,1343,https://cpu.userbenchmark.com/SpeedTest/12230/IntelR-XeonR-CPU-----------X5570----293GHz
CPU,BX80684G5500,Intel,Pentium Gold G5500,457,69.1,971,https://cpu.userbenchmark.com/SpeedTest/484140/IntelR-PentiumR-Gold-G5500-CPU---380GHz
CPU,,Intel,Core i7-4930MX,458,69.1,1497,https://cpu.userbenchmark.com/SpeedTest/2453/IntelR-CoreTM-i7-4930MX-CPU---300GHz
CPU,,Intel,Xeon E3-1225 v3,459,69.1,4850,https://cpu.userbenchmark.com/SpeedTest/12983/IntelR-XeonR-CPU-E3-1225-v3---320GHz
CPU,YD1700BBAEBOX,AMD,Ryzen 7 1700,460,69,144475,https://cpu.userbenchmark.com/AMD-Ryzen-7-1700/Rating/3917
CPU,BX80637I73770,Intel,Core i7-3770,461,69,278207,https://cpu.userbenchmark.com/Intel-Core-i7-3770/Rating/1979
CPU,BX80637I53450S,Intel,Core i5-3450S,462,68.9,1491,https://cpu.userbenchmark.com/SpeedTest/2071/IntelR-CoreTM-i5-3450S-CPU---280GHz
CPU,,Intel,Core i7-5700HQ,463,68.8,14004,https://cpu.userbenchmark.com/SpeedTest/30103/IntelR-CoreTM-i7-5700HQ-CPU---270GHz
CPU,,Intel,Core i7-6820HK,464,68.8,20362,https://cpu.userbenchmark.com/SpeedTest/36404/IntelR-CoreTM-i7-6820HK-CPU---270GHz
CPU,,Intel,Core i5-1145G7,465,68.8,4608,https://cpu.userbenchmark.com/SpeedTest/1345527/11th-Gen-IntelR-CoreTM-i5-1145G7---260GHz
CPU,,Intel,Xeon X3470,466,68.7,8730,https://cpu.userbenchmark.com/SpeedTest/24530/IntelR-XeonR-CPU-----------X3470----293GHz
CPU,,Intel,Xeon E5-2643 0,467,68.7,1000,https://cpu.userbenchmark.com/SpeedTest/3389/IntelR-XeonR-CPU-E5-2643-0---330GHz
CPU,,Intel,Core i5-3550,468,68.6,23599,https://cpu.userbenchmark.com/SpeedTest/846/IntelR-CoreTM-i5-3550-CPU---330GHz
CPU,,Intel,Xeon E31225,469,68.6,3353,https://cpu.userbenchmark.com/SpeedTest/4210/IntelR-XeonR-CPU-E31225---310GHz
CPU,,Intel,Core i5-3475S,470,68.5,1383,https://cpu.userbenchmark.com/SpeedTest/10117/IntelR-CoreTM-i5-3475S-CPU---290GHz
CPU,,Intel,Xeon E5-2630 v3,471,68.5,1838,https://cpu.userbenchmark.com/SpeedTest/22651/IntelR-XeonR-CPU-E5-2630-v3---240GHz
CPU,BX80701G6400,Intel,Pentium Gold G6400,472,68.4,3112,https://cpu.userbenchmark.com/SpeedTest/1221579/IntelR-PentiumR-Gold-G6400-CPU---400GHz
CPU,,Intel,Core i5-1135G7,473,68.3,82426,https://cpu.userbenchmark.com/SpeedTest/1286124/11th-Gen-IntelR-CoreTM-i5-1135G7---240GHz
CPU,,Intel,Core i7-3920XM,474,68.2,797,https://cpu.userbenchmark.com/SpeedTest/5061/IntelR-CoreTM-i7-3920XM-CPU---290GHz
CPU,YD3400C5FHBOX,AMD,Ryzen 5 3400G,475,68.1,93718,https://cpu.userbenchmark.com/SpeedTest/825156/AMD-Ryzen-5-3400G-with-Radeon-Vega-Graphics
CPU,,Intel,Xeon X5560,476,68.1,520,https://cpu.userbenchmark.com/SpeedTest/16614/IntelR-XeonR-CPU-----------X5560----280GHz
CPU,BX80715G7400,Intel,Pentium Gold G7400,477,68.1,281,https://cpu.userbenchmark.com/SpeedTest/1755065/IntelR-PentiumR-Gold-G7400
CPU,,Intel,Core i7-10710U,478,68,6640,https://cpu.userbenchmark.com/SpeedTest/900004/IntelR-CoreTM-i7-10710U-CPU---110GHz
CPU,100-000000085,AMD,Ryzen 3 4300U,479,68,4587,https://cpu.userbenchmark.com/SpeedTest/1135301/AMD-Ryzen-3-4300U-with-Radeon-Graphics
CPU,,AMD,Ryzen 7 5800U,480,68,1948,https://cpu.userbenchmark.com/SpeedTest/1433044/AMD-Ryzen-7-5800U-with-Radeon-Graphics
CPU,,Intel,Core i7-4960HQ,481,68,314,https://cpu.userbenchmark.com/SpeedTest/9629/IntelR-CoreTM-i7-4960HQ-CPU---260GHz
CPU,BX80646I54670K,Intel,Core i5-4670K,482,68,128482,https://cpu.userbenchmark.com/Intel-Core-i5-4670K/Rating/1538
CPU,,Intel,Xeon E31220,483,67.9,2507,https://cpu.userbenchmark.com/SpeedTest/6171/IntelR-XeonR-CPU-E31220---310GHz
CPU,,AMD,Ryzen 9 4900U,484,67.8,1,https://cpu.userbenchmark.com/SpeedTest/1097507/AMD-Ryzen-9-4900U-with-Radeon-Graphics
CPU,,Intel,Xeon X3460,485,67.7,780,https://cpu.userbenchmark.com/SpeedTest/3739/IntelR-XeonR-CPU-----------X3460----280GHz
CPU,,Intel,Core i7 960,486,67.6,16233,https://cpu.userbenchmark.com/SpeedTest/778/IntelR-CoreTM-i7-CPU---------960----320GHz
CPU,BX80647I74900MQ,Intel,Core i7-4900MQ,487,67.6,5651,https://cpu.userbenchmark.com/Intel-Core-i7-4900MQ/Rating/1994
CPU,BX80637I53570K,Intel,Core i5-3570K,488,67.6,185516,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316
CPU,BX80662I56600,Intel,Core i5-6600,489,67.6,80688,https://cpu.userbenchmark.com/Intel-Core-i5-6600/Rating/3514
CPU,,Intel,Xeon L5639,490,67.5,87,https://cpu.userbenchmark.com/SpeedTest/5958/IntelR-XeonR-CPU-----------L5639----213GHz
CPU,BX80621E52670,Intel,Xeon E5-2670,491,67.3,4803,https://cpu.userbenchmark.com/SpeedTest/18501/IntelR-XeonR-CPU-E5-2670-0---260GHz
CPU,,Intel,Core i7-4910MQ,492,67.3,6703,https://cpu.userbenchmark.com/SpeedTest/9700/IntelR-CoreTM-i7-4910MQ-CPU---290GHz
CPU,,Intel,Core i5-4590S,493,67.1,11598,https://cpu.userbenchmark.com/SpeedTest/13459/IntelR-CoreTM-i5-4590S-CPU---300GHz
CPU,,Intel,Core i7-1185G7,494,67.1,9588,https://cpu.userbenchmark.com/SpeedTest/1268967/11th-Gen-IntelR-CoreTM-i7-1185G7---300GHz
CPU,BX80623I72600,Intel,Core i7-2600,495,67.1,185630,https://cpu.userbenchmark.com/Intel-Core-i7-2600/Rating/620
CPU,BX80646I54690,Intel,Core i5-4690,496,67.1,73695,https://cpu.userbenchmark.com/Intel-Core-i5-4690/Rating/2311
CPU,,Intel,Xeon E5-2670 v2,497,67,831,https://cpu.userbenchmark.com/SpeedTest/18414/IntelR-XeonR-CPU-E5-2670-v2---250GHz
CPU,,AMD,Ryzen 7 5700U,498,67,6833,https://cpu.userbenchmark.com/SpeedTest/1482042/AMD-Ryzen-7-5700U-with-Radeon-Graphics
CPU,,Intel,Xeon W3565,499,67,7121,https://cpu.userbenchmark.com/SpeedTest/6324/IntelR-XeonR-CPU-----------W3565----320GHz
CPU,,Intel,Core i7-2600S,500,67,3026,https://cpu.userbenchmark.com/SpeedTest/6489/IntelR-CoreTM-i7-2600S-CPU---280GHz
CPU,BX80677I37300T,Intel,Core i3-7300T,501,66.8,75,https://cpu.userbenchmark.com/SpeedTest/230231/IntelR-CoreTM-i3-7300T-CPU---350GHz
CPU,BX80677I57500,Intel,Core i5-7500,502,66.8,149467,https://cpu.userbenchmark.com/Intel-Core-i5-7500/Rating/3648
CPU,BX80677G4620,Intel,Pentium G4620,503,66.7,3147,https://cpu.userbenchmark.com/Intel-Pentium-G4620/Rating/3895
CPU,BX80662I36300,Intel,Core i3-6300,504,66.7,3672,https://cpu.userbenchmark.com/Intel-Core-i3-6300/Rating/3536
CPU,,Intel,Core i5-4670,505,66.5,49019,https://cpu.userbenchmark.com/SpeedTest/630/IntelR-CoreTM-i5-4670-CPU---340GHz
CPU,YD150XBBAEBOX,AMD,Ryzen 5 1500X,506,66.4,70038,https://cpu.userbenchmark.com/AMD-Ryzen-5-1500X/Rating/3921
CPU,BX80677I57500T,Intel,Core i5-7500T,507,66.3,5419,https://cpu.userbenchmark.com/SpeedTest/218898/IntelR-CoreTM-i5-7500T-CPU---270GHz
CPU,,Intel,Core i7-3820QM,508,66.3,3135,https://cpu.userbenchmark.com/SpeedTest/4339/IntelR-CoreTM-i7-3820QM-CPU---270GHz
CPU,,Intel,Core i5-1130G7,509,66.3,295,https://cpu.userbenchmark.com/SpeedTest/1418235/11th-Gen-IntelR-CoreTM-i5-1130G7---110GHz
CPU,,Intel,Core i5-3450,510,66.3,34199,https://cpu.userbenchmark.com/SpeedTest/161/IntelR-CoreTM-i5-3450-CPU---310GHz
CPU,,Intel,Core i7-1165G7,511,66.2,51565,https://cpu.userbenchmark.com/SpeedTest/1195374/11th-Gen-IntelR-CoreTM-i7-1165G7---280GHz
CPU,,Intel,Core i5-4570S,512,66.2,11172,https://cpu.userbenchmark.com/SpeedTest/5965/IntelR-CoreTM-i5-4570S-CPU---290GHz
CPU,,Intel,Core i5-4460S,513,66.1,10941,https://cpu.userbenchmark.com/SpeedTest/14679/IntelR-CoreTM-i5-4460S-CPU---290GHz
CPU,,Intel,Core i5-3340,514,66.1,8792,https://cpu.userbenchmark.com/SpeedTest/2710/IntelR-CoreTM-i5-3340-CPU---310GHz
CPU,,Intel,Core i7 870,515,66.1,37228,https://cpu.userbenchmark.com/SpeedTest/961/IntelR-CoreTM-i7-CPU---------870----293GHz
